date,ticker,entry,ret_time,ret_tda,ret_gated,off_tda,off_gated
2017-05-15,000250,14700.0,-0.017006802721088454,-0.04761904761904767,-0.04761904761904767,5,5
2017-05-15,006260,68700.0,0.12227074235807867,0.10043668122270732,0.12227074235807867,38,40
2017-05-15,042700,3925.0,0.05095541401273884,0.008917197452229297,0.05095541401273884,9,40
2017-05-15,082920,7011.0,0.0,0.0,0.0,40,40
2017-05-15,131970,8805.0,0.1028960817717206,0.11425326519023282,0.1028960817717206,39,40
2017-05-15,139480,225500.0,0.07760532150776056,0.011086474501108556,0.0,3,35
2017-06-13,011070,155000.0,0.032258064516129004,0.016129032258064502,0.032258064516129004,2,40
2017-06-13,083650,6310.0,-0.16957210776545162,0.1727416798732171,-0.03645007923930266,15,29
2017-07-11,007810,15500.0,0.03870967741935494,0.02580645161290329,0.03870967741935494,8,40
2017-07-11,032640,15500.0,-0.13225806451612898,0.012903225806451646,0.012903225806451646,6,6
2017-07-11,138040,15150.0,0.013201320132013139,-0.0066006600660065695,0.013201320132013139,1,40
2017-07-11,195870,19400.0,0.010309278350515427,0.012886597938144284,-0.1030927835051546,1,19
2017-08-08,011070,160000.0,0.034375000000000044,0.034375000000000044,0.034375000000000044,40,40
2017-08-08,047040,7610.0,-0.06570302233902758,-0.06044678055190533,-0.06044678055190533,9,9
2017-08-08,095340,24171.0,0.04778453518679404,-0.003971701625915314,0.04778453518679404,23,40
2017-08-08,180640,25950.0,-0.24470134874759153,-0.005780346820809301,-0.021194605009633882,1,3
2017-09-06,036570,455000.0,-0.07802197802197797,0.027472527472527375,-0.08461538461538465,16,30
2017-09-06,053610,15406.0,0.08840711411138513,0.106711670777619,0.08840711411138513,33,40
2017-10-12,008930,85852.0,0.09374272002981865,0.020838186646787493,0.09374272002981865,1,40
2017-10-12,009150,102000.0,-0.025490196078431393,-0.019607843137254943,-0.019607843137254943,1,1
2017-10-12,103140,55300.0,-0.22242314647377937,-0.10126582278481011,-0.10126582278481011,12,12
2017-10-12,126340,6146.0,-0.22225837943377802,-0.08346892287666774,-0.17800195248942396,2,6
2017-10-12,140410,10614.0,0.1242698322969662,-0.014132278123233477,0.1242698322969662,4,40
2017-11-09,000150,107132.0,-0.12132696113206143,0.01102378374341928,-0.02941231378112985,1,2
2017-11-09,006400,215876.0,0.004535010839556097,-0.03174970816579892,-0.03174970816579892,25,25
2017-11-09,008930,85048.0,0.15686435895023987,0.21975825416235528,0.15686435895023987,16,40
2017-11-09,009150,102500.0,0.04878048780487809,-0.024390243902439046,-0.024390243902439046,14,14
2017-11-09,011790,37738.0,0.1581694843393926,0.04981716042185602,0.1581694843393926,2,40
2017-11-09,033240,22600.0,0.2079646017699115,0.2831858407079646,0.2079646017699115,10,40
2017-11-09,064760,58300.0,0.15608919382504283,0.1423670668953687,0.15608919382504283,17,40
2017-11-09,066970,39403.0,-0.06471588457731647,0.08940943582975924,-0.07532421389234323,10,27
2017-11-09,083450,4810.0,0.22411642411642418,0.17713097713097703,0.22411642411642418,20,40
2017-11-09,086520,4138.0,0.13194780086998548,0.03987433542774288,0.13194780086998548,18,40
2017-12-07,020150,36550.0,-0.020519835841313228,0.06429548563611487,-0.020519835841313228,31,40
2018-01-09,035720,31311.0,-0.1282616332918144,-0.23078151448372775,-0.23078151448372775,24,24
2018-01-09,051910,427500.0,-0.039766081871345005,-0.08070175438596494,-0.08070175438596494,20,20
2018-01-09,090460,26100.0,-0.22605363984674332,-0.20881226053639845,-0.20881226053639845,35,35
2018-02-06,064760,71500.0,0.051748251748251706,0.05034965034965033,0.051748251748251706,39,40
2018-02-06,108320,53100.0,-0.3286252354048964,0.0,-0.06779661016949157,6,9
2018-03-09,004000,76500.0,-0.16732026143790846,-0.03137254901960784,-0.07843137254901966,1,28
2018-03-09,008770,93500.0,0.2887700534759359,0.0802139037433156,0.2887700534759359,18,40
2018-03-09,018260,250500.0,-0.16566866267465075,-0.001996007984031989,-0.03393213572854292,12,18
2018-03-09,032350,14704.0,0.2369423286180632,0.3692872687704025,0.2369423286180632,30,40
2018-03-09,078600,16450.0,0.20060790273556228,0.20060790273556228,0.20060790273556228,40,40
2018-03-09,098460,19000.0,-0.015789473684210575,0.045263157894736894,-0.015789473684210575,12,40
2018-03-09,140410,14119.0,0.2458389404348751,0.1170054536440257,0.2458389404348751,2,40
2018-04-06,010060,129131.0,-0.28307687542108406,0.0,-0.11999442426682982,6,32
2018-04-06,039490,106500.0,0.1549201877934272,0.1549201877934272,0.1549201877934272,40,40
2018-04-06,064760,75200.0,-0.022606382978723416,0.0026595744680850686,-0.019946808510638347,4,5
2018-04-06,078600,16000.0,0.5,0.390625,0.5,34,40
2018-04-06,087010,34234.0,-0.18712391190044986,0.029619676345153945,-0.18712391190044986,5,40
2018-04-06,218410,19123.0,0.32139308685875645,0.030591434398368422,0.32139308685875645,9,40
2018-05-08,009450,62600.0,-0.03194888178913735,-0.04952076677316297,-0.04952076677316297,9,9
2018-05-08,010170,6302.0,-0.21104411298000636,-0.058235480799746164,-0.2124722310377658,11,37
2018-05-08,050890,4621.0,-0.15905648128110794,-0.15905648128110794,-0.15905648128110794,40,40
2018-05-08,081660,24800.0,0.3931451612903225,0.189516129032258,0.3931451612903225,17,40
2018-05-08,218410,22977.0,0.02332767550158854,0.025460242851547132,-0.06158332245288767,11,31
2018-06-07,010170,6225.0,-0.14248995983935742,-0.20273092369477907,-0.20273092369477907,17,17
2018-06-07,050890,4961.0,-0.07841161056238666,-0.21669018343075996,-0.21669018343075996,20,20
2018-06-07,058610,12500.0,-0.19599999999999995,-0.03200000000000003,-0.09599999999999997,1,5
2018-06-07,075580,3084.0,-0.026264591439688734,-0.0457198443579766,-0.026264591439688734,37,40
2018-06-07,222080,2580.0,0.25775193798449614,0.15116279069767447,0.25775193798449614,18,40
2018-07-06,036460,60000.0,-0.125,-0.09166666666666667,-0.09166666666666667,21,21
2018-07-06,218410,23513.0,0.13277761238463825,0.03734104537915206,0.13277761238463825,2,40
2018-08-03,122870,34550.0,0.2445730824891461,-0.01881331403762665,-0.01881331403762665,1,1
2018-08-03,183300,16680.0,-0.17254196642685848,-0.17254196642685848,-0.17254196642685848,40,40
2018-09-03,006360,48050.0,-0.1238293444328824,-0.15504682622268473,-0.15504682622268473,38,38
2018-09-03,032500,13771.0,-0.22300486529663788,-0.10355094038196211,-0.10355094038196211,26,26
2018-09-03,098460,21639.0,-0.1367438421368825,-0.043393872175239157,-0.043393872175239157,3,3
2018-09-03,218410,26635.0,-0.0036418246667918597,-0.062248920593204415,-0.0402853388398724,28,31
2018-10-05,000250,45600.0,-0.0625,-0.18201754385964908,-0.18201754385964908,21,21
2018-10-05,006400,230561.0,-0.06157155806923109,0.029727490772507137,-0.029718816278555327,1,3
2018-11-05,009970,60900.0,-0.016420361247947435,0.02298850574712641,-0.016420361247947435,9,40
2018-11-05,041510,48500.0,0.03711340206185576,0.12371134020618557,0.03711340206185576,12,40
2018-11-05,081660,45400.0,0.08370044052863435,0.1035242290748899,0.05396475770925102,33,35
2018-11-05,140410,30408.0,-0.06915943172849248,0.003288608260983983,-0.06915943172849248,1,40
2018-11-05,218410,26538.0,-0.05331976788002113,0.02939181550983494,-0.09559876403647605,1,21
2018-12-03,017670,48568.0,-0.08169988469774336,0.0,-0.04084994234887174,1,24
2018-12-03,030200,30400.0,-0.06085526315789469,-0.03453947368421051,-0.03453947368421051,25,25
2018-12-03,032640,17800.0,-0.148876404494382,-0.0252808988764045,-0.148876404494382,1,40
2018-12-03,122870,43500.0,0.005747126436781658,0.05287356321839076,0.005747126436781658,13,40
2019-01-03,007660,5915.0,-0.23381234150464925,-0.034995773457311974,-0.23381234150464925,4,40
2019-01-03,032640,18300.0,-0.1885245901639344,-0.1885245901639344,-0.1885245901639344,40,40
2019-01-03,035250,31950.0,-0.031298904538341166,0.07042253521126751,0.0015649452269170805,23,28
2019-01-03,042660,29495.0,-0.06475673843024243,-0.06475673843024243,-0.06475673843024243,40,40
2019-01-03,052020,18573.0,0.20912076670435575,0.20912076670435575,0.20912076670435575,40,40
2019-01-31,017960,7750.0,0.03870967741935494,0.1225806451612903,0.03870967741935494,30,40
2019-01-31,030000,23350.0,0.05781584582441113,0.11134903640256955,0.05781584582441113,8,40
2019-01-31,035250,34000.0,-0.06470588235294117,0.00588235294117645,-0.05882352941176472,3,8
2019-01-31,042660,32249.0,-0.21073521659586347,-0.21073521659586347,-0.21073521659586347,40,40
2019-01-31,052020,19868.0,0.008405476142540724,-0.025266760620092588,-0.025266760620092588,33,33
2019-03-06,009540,135000.0,-0.051851851851851816,-0.10370370370370374,-0.10370370370370374,27,27
2019-03-06,012450,34174.0,-0.07900743255106224,-0.010446538303973796,-0.07900743255106224,11,40
2019-03-06,081660,60700.0,0.3261943986820428,0.036243822075782584,0.3261943986820428,3,40
2019-03-06,088980,9948.0,0.15631282669883384,0.0,0.15631282669883384,1,40
2019-04-03,009420,36000.0,-0.2416666666666667,-0.05277777777777781,-0.05277777777777781,3,3
2019-04-03,012450,34633.0,-0.11766234516212859,-0.11766234516212859,-0.11766234516212859,40,40
2019-04-03,017960,8050.0,0.013664596273291973,0.0732919254658384,0.013664596273291973,28,40
2019-04-03,030000,24700.0,0.06275303643724706,0.06275303643724706,0.06275303643724706,40,40
2019-04-03,088980,10656.0,0.11664789789789798,0.0,0.11664789789789798,1,40
2019-05-31,064960,22534.0,0.15895979408893224,0.15895979408893224,0.15895979408893224,40,40
2019-07-01,053610,20103.0,-0.13694473461672385,-0.07725215142018604,-0.07725215142018604,10,10
2019-07-01,075580,3462.0,-0.11987290583477761,-0.06816868861929526,-0.06816868861929526,8,8
2019-07-29,000080,21900.0,0.21004566210045672,0.21004566210045672,0.21004566210045672,40,40
2019-07-29,004800,61472.0,0.07017829255596042,0.10025702758979693,0.07017829255596042,30,40
2019-07-29,039030,68500.0,0.22043795620437967,0.22043795620437967,0.22043795620437967,40,40
2019-08-27,000080,21800.0,0.2844036697247707,0.2889908256880733,0.2844036697247707,36,40
2019-08-27,012330,244500.0,-0.02862985685071573,0.008179959100204526,-0.012269938650306789,15,25
2019-08-27,035720,26894.0,0.05603480330185162,0.007510968989365763,0.05603480330185162,8,40
2019-08-27,036570,534000.0,-0.035580524344569264,-0.02621722846441943,-0.03183520599250933,15,33
2019-08-27,099320,22000.0,-0.09772727272727277,-0.09090909090909094,-0.09090909090909094,23,25
2019-08-27,189300,25913.0,0.3571566395245629,0.008953035156099354,0.3571566395245629,3,40
2019-09-26,000270,45350.0,-0.018743109151047377,-0.018743109151047377,-0.018743109151047377,40,40
2019-09-26,000990,16000.0,0.15625,0.006250000000000089,0.15625,1,40
2019-09-26,012330,252000.0,0.003968253968253954,-0.025793650793650813,-0.04166666666666663,3,5
2019-09-26,035720,27397.0,0.15016242654305212,-0.014636639048070998,0.15016242654305212,1,40
2019-09-26,036570,530000.0,0.007547169811320753,-0.024528301886792447,-0.024528301886792447,13,13
2019-09-26,050890,6031.0,-0.16614160172442383,-0.16614160172442383,-0.16614160172442383,40,40
2019-09-26,071050,74300.0,-0.02288021534320328,0.0026917900403768957,0.0026917900403768957,1,1
2019-09-26,089970,6510.0,-0.06298003072196623,-0.009216589861751112,-0.009216589861751112,7,7
2019-09-26,099320,19950.0,-0.07268170426065168,0.0025062656641603454,0.0025062656641603454,3,5
2019-09-26,214150,14050.0,0.18505338078291822,0.18505338078291822,0.18505338078291822,40,40
2019-09-26,229640,7960.0,-0.022613065326633208,-0.031407035175879394,-0.022613065326633208,11,40
2019-10-28,012510,70900.0,0.09590973201692532,0.07052186177715081,0.09590973201692532,35,40
2019-10-28,035720,28401.0,0.04594908629977823,0.10950318650751734,0.04594908629977823,20,40
2019-10-28,086450,13973.0,0.2564946682888427,0.2564946682888427,0.2564946682888427,40,40
2019-10-28,088980,11700.0,0.008547008547008517,0.008547008547008517,0.008547008547008517,40,40
2019-10-28,214150,13950.0,0.021505376344086002,0.07526881720430101,0.053763440860215006,23,25
2019-11-25,011790,44036.0,0.12058315923335461,0.0010673085657189052,0.12058315923335461,13,40
2019-11-25,031330,2340.0,-0.008547008547008517,-0.042735042735042694,-0.042735042735042694,12,12
2019-11-25,036530,15450.0,-0.04207119741100329,-0.016181229773462813,-0.03566343042071196,2,4
2019-11-25,039030,94800.0,0.19198312236286919,-0.016877637130801704,0.19198312236286919,1,40
2019-12-23,012330,258500.0,-0.1644100580270793,-0.025145067698259194,-0.025145067698259194,7,7
2019-12-23,036830,39476.0,0.14945789846995639,0.24179248150775146,0.14945789846995639,18,40
2019-12-23,126340,14003.0,-0.10247804041991004,-0.05127472684424761,-0.05127472684424761,38,38
2019-12-23,213420,23350.0,0.46038543897216266,0.1498929336188437,0.46038543897216266,4,40
2020-01-23,000080,31950.0,-0.3020344287949922,-0.018779342723004744,-0.08450704225352113,3,28
2020-01-23,051600,39950.0,-0.376720901126408,-0.08260325406758451,-0.08260325406758451,16,16
2020-01-23,271560,104000.0,-0.09134615384615385,0.0625,-0.019230769230769273,12,18
2020-04-21,003230,98300.0,0.37843336724313326,0.23601220752797558,0.37843336724313326,15,40
2020-04-21,006400,268743.0,0.3879840591196795,0.12386555184693182,0.3879840591196795,14,40
2020-04-21,012510,88200.0,0.23015873015873023,-0.02607709750566889,0.23015873015873023,6,40
2020-04-21,035420,175000.0,0.4257142857142857,0.34285714285714275,0.4257142857142857,27,40
2020-04-21,035720,34923.0,0.5144174326375168,0.043123443003178386,0.5144174326375168,1,40
2020-04-21,064760,70000.0,0.2557142857142858,0.2271428571428571,0.2557142857142858,19,40
2020-04-21,086450,17477.0,0.4456142358528352,0.1294272472392286,0.4456142358528352,8,40
2020-04-21,222080,3735.0,0.4457831325301205,0.09772423025435084,0.4457831325301205,1,40
2020-04-21,253450,76900.0,0.07152145643693109,0.04031209362808852,-0.0039011703511053764,1,16
2020-05-22,000990,27650.0,0.1446654611211573,0.1862567811934901,0.1446654611211573,1,40
2020-05-22,036540,5700.0,-0.06842105263157894,-0.06842105263157894,-0.06842105263157894,40,40
2020-05-22,084370,20900.0,0.47846889952153115,0.028708133971291794,0.47846889952153115,5,40
2020-05-22,131970,34768.0,0.030401518637827918,0.030401518637827918,0.030401518637827918,40,40
2020-05-22,213420,32250.0,0.09457364341085261,0.02635658914728678,0.09457364341085261,8,40
2020-06-19,089030,8885.0,0.10264490714687668,0.10264490714687668,0.10264490714687668,40,40
2020-06-19,131970,32756.0,0.2611429967028942,0.38249481011112474,0.2611429967028942,29,40
2020-06-19,213420,34450.0,0.010159651669085612,-0.007256894049346929,0.010159651669085612,23,40
2020-07-17,000250,40350.0,0.3630731102850062,0.11771995043370498,0.3630731102850062,3,40
2020-07-17,039200,25583.0,0.5132314427549545,0.25473947543290465,0.5132314427549545,31,40
2020-09-14,003160,4250.0,-0.034117647058823475,-0.07058823529411762,-0.07058823529411762,5,5
2020-10-16,095340,20850.0,0.18225419664268583,0.18225419664268583,0.18225419664268583,40,40
2020-11-13,014680,166000.0,0.12349397590361444,-0.01807228915662651,0.12349397590361444,5,40
2020-11-13,051910,682000.0,0.4780058651026393,0.18475073313782997,0.4780058651026393,11,40
2020-11-13,066970,39817.0,0.8116131300700706,0.09420599241530003,0.8116131300700706,9,40
2020-11-13,078600,42550.0,0.16098707403055235,0.1598119858989424,0.16098707403055235,24,40
2020-12-11,035900,38600.0,-0.12176165803108807,0.0,-0.01943005181347146,25,26
2020-12-11,067310,5867.0,0.31310720981762397,0.02096471791375487,0.31310720981762397,3,40
2020-12-11,222800,20750.0,0.12771084337349392,0.1325301204819278,0.12771084337349392,13,40
2020-12-11,232140,5800.0,0.25689655172413794,0.09137931034482749,0.01551724137931032,25,31
2020-12-11,285130,255537.0,0.04308182376720393,0.13315879892148685,0.04308182376720393,29,40
2020-12-11,298050,148500.0,1.053872053872054,1.053872053872054,1.053872053872054,40,40
2021-01-13,009830,67115.0,-0.17279296729494154,-0.16629665499515756,-0.16629665499515756,34,34
2021-01-13,071050,86500.0,0.009248554913294793,0.025433526011560792,0.009248554913294793,1,40
2021-01-13,267260,18500.0,0.11621621621621614,0.008108108108108025,0.11621621621621614,1,40
2021-01-13,298040,67700.0,0.07237813884785815,0.005908419497784312,0.019202363367799125,1,36
2021-02-10,009830,66871.0,-0.09515335496702604,-0.16325462457567552,-0.16325462457567552,14,14
2021-02-10,011170,292895.0,-0.052032298263883,0.058536335546868434,-0.052032298263883,7,40
2021-02-10,094170,10759.0,-0.08049075192861788,-0.1185983827493261,-0.1185983827493261,23,23
2021-02-10,126340,46344.0,-0.2791299844640083,-0.2678232349387192,-0.2678232349387192,14,14
2021-02-10,137400,25450.0,-0.04322200392927311,-0.03143418467583492,-0.03143418467583492,19,19
2021-03-15,006360,40900.0,0.11980440097799505,0.09657701711491451,0.11980440097799505,10,40
2021-03-15,027360,6080.0,0.13980263157894735,-0.047697368421052655,0.13980263157894735,6,40
2021-04-12,088350,3235.0,0.1653786707882534,0.1174652241112828,0.1653786707882534,11,40
2021-04-12,096770,264682.0,0.02230601249801656,0.02973757187870718,0.02230601249801656,2,40
2021-04-12,131290,59800.0,0.041806020066889715,0.03678929765886285,0.041806020066889715,12,40
2021-05-11,003490,29800.0,0.05033557046979875,0.010067114093959662,0.05033557046979875,2,40
2021-05-11,025540,78800.0,0.27538071065989844,0.3134517766497462,0.27538071065989844,33,40
2021-05-11,096770,264682.0,0.016729509373512474,0.022302234379368402,0.016729509373512474,39,40
2021-06-09,066970,87714.0,0.21873361151013526,0.02948218072371578,0.21873361151013526,4,40
2021-06-09,195870,34900.0,0.2836676217765044,0.2564469914040115,0.2836676217765044,28,40
2021-08-04,002380,345000.0,0.09130434782608687,-0.03188405797101446,0.09130434782608687,1,40
2021-08-04,028670,7590.0,-0.04216073781291174,0.04743083003952564,0.03425559947299073,19,20
2021-08-04,036930,14750.0,-0.26101694915254237,-0.18305084745762712,-0.18305084745762712,18,18
2021-08-04,267270,55500.0,-0.30990990990990996,-0.245945945945946,-0.245945945945946,34,34
2021-08-04,281740,4480.0,-0.0970982142857143,0.1339285714285714,0.030133928571428603,21,35
2021-09-02,002380,401000.0,-0.19700748129675816,-0.01995012468827928,-0.061097256857855387,18,20
2021-09-02,012450,52663.0,-0.17987961187171264,-0.17987961187171264,-0.17987961187171264,40,40
2021-09-02,028050,23550.0,0.00849256900212314,0.07430997876857748,0.00849256900212314,27,40
2021-09-02,067310,12599.0,0.233510596079054,0.14143979680927066,0.233510596079054,7,40
2021-09-02,078600,57200.0,0.9230769230769231,0.22377622377622375,0.9230769230769231,1,40
2021-09-02,083450,14658.0,-0.029062627916496164,-0.039295947605403225,-0.029062627916496164,32,40
2021-09-02,120110,84000.0,0.0035714285714285587,0.10595238095238102,0.0035714285714285587,4,40
2021-09-02,131290,72900.0,-0.25240054869684503,-0.15226337448559668,-0.15226337448559668,20,20
2021-09-02,166090,49100.0,0.05295315682281054,-0.09164969450101834,-0.09164969450101834,20,20
2021-10-06,041510,79800.0,-0.1741854636591479,-0.045112781954887216,-0.1741854636591479,1,40
2021-10-06,122870,65500.0,-0.1770992366412214,-0.010687022900763399,-0.1770992366412214,1,40
2021-11-04,000150,126000.0,-0.031746031746031744,0.05555555555555558,-0.12301587301587302,1,17
2021-11-04,011790,166368.0,-0.014125312560107739,-0.014125312560107739,-0.014125312560107739,1,40
2021-11-04,034020,25674.0,-0.17036690815611122,-0.17036690815611122,-0.17036690815611122,40,40
2021-12-02,095340,29800.0,0.10067114093959728,0.052013422818791843,0.10067114093959728,1,40
2021-12-30,007340,14540.0,0.011072902338376878,0.13913342503438786,0.011072902338376878,12,40
2021-12-30,035900,51000.0,-0.013725490196078383,-0.12450980392156863,-0.12450980392156863,14,14
2021-12-30,058470,39785.0,-0.08153826819152943,-0.08907879854216416,-0.08907879854216416,18,18
2021-12-30,066970,222700.0,-0.09519533004041314,-0.1522227211495285,-0.1522227211495285,35,35
2021-12-30,093370,22559.0,-0.11906556141672942,-0.04543641118843922,-0.04543641118843922,5,5
2021-12-30,095340,35350.0,-0.12305516265912309,-0.12305516265912309,-0.12305516265912309,25,25
2021-12-30,100090,21450.0,-0.1048951048951049,-0.1282051282051282,-0.1282051282051282,14,14
2021-12-30,140410,72466.0,-0.20543427262440317,0.0340849501835343,-0.15891590539011402,1,22
2021-12-30,195870,49100.0,0.06313645621181263,0.03665987780040725,-0.024439918533604943,24,27
2021-12-30,300720,21000.0,-0.10476190476190472,-0.04761904761904767,-0.04761904761904767,15,15
2022-01-28,095340,32800.0,-0.13567073170731703,-0.054878048780487854,-0.054878048780487854,5,5
2022-01-28,307950,133000.0,-0.06390977443609025,-0.1842105263157895,-0.1842105263157895,13,13
2022-03-03,007340,14701.0,0.0599278960614924,-0.08176314536426088,-0.08176314536426088,5,5
2022-03-03,011070,344000.0,-0.007267441860465129,0.14680232558139528,-0.007267441860465129,17,40
2022-03-03,067310,16711.0,-0.09460834181078337,-0.09460834181078337,-0.09460834181078337,40,40
2022-03-03,079550,71300.0,0.15568022440392704,0.06591865357643756,0.15568022440392704,1,40
2022-03-03,189300,81222.0,-0.07747900815050113,-0.013112210977321404,-0.032183398586589806,10,11
2022-03-03,195870,52200.0,0.34099616858237547,-0.0938697318007663,-0.0938697318007663,5,5
2022-03-03,298380,29900.0,-0.15719063545150502,-0.06020066889632103,-0.15719063545150502,3,40
2022-03-03,353200,24350.0,0.2422997946611909,-0.006160164271047264,0.2422997946611909,1,40
